pair_id,pair_label,prompt_id,attack_family,attack_checkpoint,attack_strength,donor_source,output_affecting_available,output_affecting_reason,output_affecting,top1_changed,top5_jaccard,top20_jaccard,logit_l2_delta,logit_linf_delta,clean_top1_id,attacked_top1_id,clean_top5_ids,attacked_top5_ids,clean_top5_probs,attacked_top5_probs
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_067,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.25,0.333333,576.697551,8.058105,576,1096,576 481 7281 22406 3555,1096 576 4615 22406 1634,0.39759827 0.13848397 0.10371970 0.10131704 0.04785878,0.16462948 0.16462948 0.12921916 0.09307307 0.08213670
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_067,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,1.0,42.937419,0.601562,576,576,576 481 7281 22406 3555,576 481 7281 22406 3555,0.39759827 0.13848397 0.10371970 0.10131704 0.04785878,0.35601724 0.11925084 0.11558188 0.10360692 0.06333364
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_068,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1526.151474,21.039062,22406,295,22406 481 576 7281 4710,295 4000 1363 928 288,0.20651096 0.16336362 0.16083090 0.11404619 0.06549121,0.75751149 0.07269617 0.06567552 0.05661583 0.01224403
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_068,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.666667,0.666667,250.224024,4.177734,22406,576,22406 481 576 7281 4710,576 481 7281 22406 3555,0.20651096 0.16336362 0.16083090 0.11404619 0.06549121,0.39759827 0.13848397 0.10371970 0.10131704 0.04785878
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_068,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.428571,0.666667,216.146267,3.821289,22406,481,22406 481 576 7281 4710,481 22406 7281 760 3555,0.20651096 0.16336362 0.16083090 0.11404619 0.06549121,0.29968893 0.11286388 0.11024940 0.10117053 0.08586232
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_068,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.25,0.290323,540.696089,8.649902,22406,1096,22406 481 576 7281 4710,1096 576 1416 22406 1634,0.20651096 0.16336362 0.16083090 0.11404619 0.06549121,0.18801435 0.16207850 0.11493086 0.10302336 0.07478694
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_068,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,0.904762,47.173604,0.636719,22406,22406,22406 481 576 7281 4710,22406 481 576 7281 4710,0.20651096 0.16336362 0.16083090 0.11404619 0.06549121,0.17912163 0.15201855 0.14849704 0.10612605 0.06641199
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_069,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1877.68319,21.429688,481,48734,481 22406 7281 760 3555,48734 245 487 131498 51709,0.29968893 0.11286388 0.11024940 0.10117053 0.08586232,0.28148216 0.17614703 0.10115273 0.04891426 0.03721201
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_069,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.428571,0.666667,216.146267,3.821289,481,22406,481 22406 7281 760 3555,22406 481 576 7281 4710,0.29968893 0.11286388 0.11024940 0.10117053 0.08586232,0.20651096 0.16336362 0.16083090 0.11404619 0.06549121
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_069,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.25,0.73913,228.978341,3.11908,481,3555,481 22406 7281 760 3555,3555 65279 4263 481 23768,0.29968893 0.11286388 0.11024940 0.10117053 0.08586232,0.27377280 0.11235613 0.10150531 0.08481086 0.05967189
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_069,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.111111,0.25,450.6414,7.470703,481,576,481 22406 7281 760 3555,576 1096 22406 5005 4354,0.29968893 0.11286388 0.11024940 0.10117053 0.08586232,0.29369373 0.13658027 0.09837508 0.05605243 0.05184002
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_069,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,0.904762,46.745555,0.681641,481,481,481 22406 7281 760 3555,481 7281 3555 22406 760,0.29968893 0.11286388 0.11024940 0.10117053 0.08586232,0.25531021 0.11329322 0.10810514 0.10477910 0.09766486
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_070,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.025641,1570.560744,20.917969,3555,6130,3555 65279 4263 481 23768,6130 279 2884 17 264,0.27377280 0.11235613 0.10150531 0.08481086 0.05967189,0.18360298 0.10626125 0.08083930 0.07418231 0.06521043
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_070,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.25,0.73913,228.978341,3.11908,3555,481,3555 65279 4263 481 23768,481 22406 7281 760 3555,0.27377280 0.11235613 0.10150531 0.08481086 0.05967189,0.29968893 0.11286388 0.11024940 0.10117053 0.08586232
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_070,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.25,0.6,326.932748,3.228516,3555,481,3555 65279 4263 481 23768,481 7281 3555 22406 760,0.27377280 0.11235613 0.10150531 0.08481086 0.05967189,0.25993814 0.13591181 0.11444922 0.09053678 0.08115665
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_070,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.0,0.333333,436.59107,6.236328,3555,576,3555 65279 4263 481 23768,576 1096 758 1634 22406,0.27377280 0.11235613 0.10150531 0.08481086 0.05967189,0.28048482 0.16360535 0.09845943 0.05833528 0.05743088
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_070,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,1,0,0.666667,0.904762,44.848931,0.584717,3555,3555,3555 65279 4263 481 23768,3555 65279 481 4263 2585,0.27377280 0.11235613 0.10150531 0.08481086 0.05967189,0.26823657 0.10922739 0.10260963 0.09564270 0.06272401
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_071,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1812.479294,25.289062,481,1263,481 7281 3555 22406 760,1263 100091 645 273 1038,0.25993814 0.13591181 0.11444922 0.09053678 0.08115665,0.33931290 0.14255604 0.12004422 0.07934439 0.07002118
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_071,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.25,0.6,326.932748,3.228516,481,3555,481 7281 3555 22406 760,3555 65279 4263 481 23768,0.25993814 0.13591181 0.11444922 0.09053678 0.08115665,0.27377280 0.11235613 0.10150531 0.08481086 0.05967189
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_071,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,0,0.428571,0.666667,246.975496,2.398438,481,481,481 7281 3555 22406 760,481 3555 4263 7281 576,0.25993814 0.13591181 0.11444922 0.09053678 0.08115665,0.13113503 0.12128007 0.11393209 0.10956742 0.10871476
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_071,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.0,0.290323,590.014219,9.027832,481,1096,481 7281 3555 22406 760,1096 10339 576 758 1416,0.25993814 0.13591181 0.11444922 0.09053678 0.08115665,0.17732490 0.09947025 0.08916456 0.08574872 0.06836484
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_071,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,0.818182,47.304342,0.757812,481,481,481 7281 3555 22406 760,481 7281 3555 760 22406,0.25993814 0.13591181 0.11444922 0.09053678 0.08115665,0.24798985 0.13588723 0.11992006 0.08773539 0.08051052
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_072,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,2199.241195,25.40625,481,71875,481 3555 4263 7281 576,71875 99713 9023 21628 129321,0.13113503 0.12128007 0.11393209 0.10956742 0.10871476,0.17270049 0.10723217 0.10556969 0.08286260 0.07663538
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_072,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,0,0.428571,0.666667,246.975496,2.398438,481,481,481 3555 4263 7281 576,481 7281 3555 22406 760,0.13113503 0.12128007 0.11393209 0.10956742 0.10871476,0.25993814 0.13591181 0.11444922 0.09053678 0.08115665
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_072,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.25,0.538462,248.490252,3.769531,481,3555,481 3555 4263 7281 576,3555 23768 4263 65279 2585,0.13113503 0.12128007 0.11393209 0.10956742 0.10871476,0.24885347 0.18931773 0.08400923 0.07830522 0.05596222
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_072,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.25,0.333333,541.666774,9.782104,481,1096,481 3555 4263 7281 576,1096 576 3555 22406 1416,0.13113503 0.12128007 0.11393209 0.10956742 0.10871476,0.15022981 0.12071305 0.10406115 0.08900822 0.07554029
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_072,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,1,1,1.0,1.0,44.155404,0.601562,481,3555,481 3555 4263 7281 576,3555 4263 481 7281 576,0.13113503 0.12128007 0.11393209 0.10956742 0.10871476,0.13245297 0.11873008 0.11780611 0.10642895 0.09843069
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_073,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1489.904777,17.992188,3555,4102,3555 23768 4263 65279 2585,4102 151643 220 17 52133,0.24885347 0.18931773 0.08400923 0.07830522 0.05596222,0.81248596 0.06314358 0.02551231 0.01910784 0.00916804
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_073,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.25,0.538462,248.490252,3.769531,3555,481,3555 23768 4263 65279 2585,481 3555 4263 7281 576,0.24885347 0.18931773 0.08400923 0.07830522 0.05596222,0.13113503 0.12128007 0.11393209 0.10956742 0.10871476
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_073,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.25,0.6,242.91968,3.746094,3555,481,3555 23768 4263 65279 2585,481 4263 576 760 3555,0.24885347 0.18931773 0.08400923 0.07830522 0.05596222,0.21365095 0.14684001 0.13265889 0.11984732 0.11084065
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_073,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,0,0.111111,0.333333,425.684038,5.418945,3555,3555,3555 23768 4263 65279 2585,3555 576 758 1096 1634,0.24885347 0.18931773 0.08400923 0.07830522 0.05596222,0.15326570 0.14855021 0.12706173 0.10783589 0.07646710
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_073,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,0.904762,53.695577,0.554688,3555,3555,3555 23768 4263 65279 2585,3555 23768 2585 4263 65279,0.24885347 0.18931773 0.08400923 0.07830522 0.05596222,0.30863757 0.14579007 0.06727106 0.06571273 0.06369096
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_074,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1361.849527,18.453125,481,330,481 4263 576 760 3555,330 429 614 323 3432,0.21365095 0.14684001 0.13265889 0.11984732 0.11084065,0.82869481 0.03066055 0.01802441 0.01459661 0.01459661
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_074,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.25,0.6,242.91968,3.746094,481,3555,481 4263 576 760 3555,3555 23768 4263 65279 2585,0.21365095 0.14684001 0.13265889 0.11984732 0.11084065,0.24885347 0.18931773 0.08400923 0.07830522 0.05596222
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_074,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.428571,0.666667,192.123217,2.888916,481,3555,481 4263 576 760 3555,3555 22406 481 7281 4263,0.21365095 0.14684001 0.13265889 0.11984732 0.11084065,0.15723204 0.12341284 0.11413822 0.09611402 0.09388754
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_074,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.111111,0.290323,521.130632,9.277344,481,576,481 4263 576 760 3555,576 1096 1634 22406 758,0.21365095 0.14684001 0.13265889 0.11984732 0.11084065,0.37671718 0.14868162 0.07133822 0.05732187 0.04064729
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_074,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,0.904762,44.456365,0.582031,481,481,481 4263 576 760 3555,481 3555 576 760 4263,0.21365095 0.14684001 0.13265889 0.11984732 0.11084065,0.21785318 0.13526812 0.12316302 0.12220456 0.11752298
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_075,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.025641,2251.465956,22.042969,3555,1817,3555 22406 481 7281 4263,1817 331 37175 13920 102122,0.15723204 0.12341284 0.11413822 0.09611402 0.09388754,0.14691184 0.10664656 0.10256099 0.08050104 0.07681463
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_075,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.428571,0.666667,192.123217,2.888916,3555,481,3555 22406 481 7281 4263,481 4263 576 760 3555,0.15723204 0.12341284 0.11413822 0.09611402 0.09388754,0.21365095 0.14684001 0.13265889 0.11984732 0.11084065
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_075,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.428571,0.666667,251.218602,4.229492,3555,4263,3555 22406 481 7281 4263,4263 65279 3555 22406 576,0.15723204 0.12341284 0.11413822 0.09611402 0.09388754,0.36921095 0.13904612 0.09706983 0.04693990 0.04444181
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_075,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.25,0.333333,540.21412,7.720703,3555,576,3555 22406 481 7281 4263,576 1096 10339 22406 3555,0.15723204 0.12341284 0.11413822 0.09611402 0.09388754,0.19060553 0.10444321 0.09435658 0.08326939 0.07348498
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_075,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,1,0,0.666667,0.904762,51.341143,0.605469,3555,3555,3555 22406 481 7281 4263,3555 481 22406 760 7281,0.15723204 0.12341284 0.11413822 0.09611402 0.09388754,0.17336975 0.13086635 0.09955787 0.08854860 0.08515636
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_076,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1487.19506,17.980469,4263,300,4263 65279 3555 22406 576,300 438 101493 484 65030,0.36921095 0.13904612 0.09706983 0.04693990 0.04444181,0.16239022 0.12548544 0.09849465 0.07730933 0.07149945
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_076,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.428571,0.666667,251.218602,4.229492,4263,3555,4263 65279 3555 22406 576,3555 22406 481 7281 4263,0.36921095 0.13904612 0.09706983 0.04693990 0.04444181,0.15723204 0.12341284 0.11413822 0.09611402 0.09388754
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_076,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.428571,0.428571,313.458437,4.375,4263,576,4263 65279 3555 22406 576,576 481 22406 7281 3555,0.36921095 0.13904612 0.09706983 0.04693990 0.04444181,0.44485273 0.12945952 0.09397754 0.06664005 0.04913729
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_076,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.428571,0.37931,448.835201,6.806641,4263,576,4263 65279 3555 22406 576,576 1096 22406 3555 4615,0.36921095 0.13904612 0.09706983 0.04693990 0.04444181,0.22658641 0.08735684 0.07709214 0.07185778 0.06697882
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_076,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,1,0,0.666667,0.904762,49.775667,0.68457,4263,4263,4263 65279 3555 22406 576,4263 3555 65279 481 576,0.36921095 0.13904612 0.09706983 0.04693990 0.04444181,0.29306147 0.13628624 0.12216620 0.05132587 0.04859436
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_077,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.052632,1672.942609,19.330078,576,271,576 481 22406 7281 3555,271 11 151643 198 37029,0.44485273 0.12945952 0.09397754 0.06664005 0.04913729,0.40655895 0.26455295 0.08195468 0.07759313 0.03086442
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_077,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.428571,0.428571,313.458437,4.375,576,4263,576 481 22406 7281 3555,4263 65279 3555 22406 576,0.44485273 0.12945952 0.09397754 0.06664005 0.04913729,0.36921095 0.13904612 0.09706983 0.04693990 0.04444181
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_077,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.666667,0.6,242.518915,3.866211,576,22406,576 481 22406 7281 3555,22406 576 481 7281 4710,0.44485273 0.12945952 0.09397754 0.06664005 0.04913729,0.24414113 0.22229303 0.10098116 0.09194439 0.06886317
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_077,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,0,0.25,0.25,573.23988,8.852783,576,576,576 481 22406 7281 3555,576 1096 1634 4615 22406,0.44485273 0.12945952 0.09397754 0.06664005 0.04913729,0.18963900 0.15969205 0.10555000 0.08682306 0.07254338
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_077,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,0.904762,40.869385,0.652344,576,576,576 481 22406 7281 3555,576 481 22406 7281 3555,0.44485273 0.12945952 0.09397754 0.06664005 0.04913729,0.38829660 0.11658778 0.09817676 0.07705982 0.07295877
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_078,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1379.355562,16.496094,22406,2677,22406 576 481 7281 4710,2677 448 349 23240 10236,0.24414113 0.22229303 0.10098116 0.09194439 0.06886317,0.72591512 0.04462841 0.03239675 0.02407522 0.02388787
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_078,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.666667,0.6,242.518915,3.866211,22406,576,22406 576 481 7281 4710,576 481 22406 7281 3555,0.24414113 0.22229303 0.10098116 0.09194439 0.06886317,0.44485273 0.12945952 0.09397754 0.06664005 0.04913729
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_078,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,0,0.666667,0.818182,197.066387,3.799805,22406,22406,22406 576 481 7281 4710,22406 481 7281 3555 576,0.24414113 0.22229303 0.10098116 0.09194439 0.06886317,0.15337746 0.14635380 0.12324225 0.09902793 0.09449311
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_078,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.25,0.37931,582.733575,9.309929,22406,1096,22406 576 481 7281 4710,1096 1416 576 22406 1634,0.24414113 0.22229303 0.10098116 0.09194439 0.06886317,0.15148087 0.11169499 0.10492773 0.09405661 0.08835801
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_078,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,1,1,1.0,0.904762,46.577533,0.651367,22406,576,22406 576 481 7281 4710,576 22406 481 7281 4710,0.24414113 0.22229303 0.10098116 0.09194439 0.06886317,0.21377272 0.20082089 0.10749167 0.08241673 0.07160489
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_079,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1551.886466,19.296875,22406,17767,22406 481 7281 3555 576,17767 1582 3341 577 124937,0.15337746 0.14635380 0.12324225 0.09902793 0.09449311,0.25578993 0.12466206 0.08175537 0.05797324 0.04444962
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_079,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,0,0.666667,0.818182,197.066387,3.799805,22406,22406,22406 481 7281 3555 576,22406 576 481 7281 4710,0.15337746 0.14635380 0.12324225 0.09902793 0.09449311,0.24414113 0.22229303 0.10098116 0.09194439 0.06886317
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_079,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.25,0.73913,218.97932,3.051758,22406,4263,22406 481 7281 3555 576,4263 3555 65279 2585 22406,0.15337746 0.14635380 0.12324225 0.09902793 0.09449311,0.32129980 0.16030242 0.13818932 0.05990064 0.04738530
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_079,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.428571,0.333333,511.885394,8.555176,22406,576,22406 481 7281 3555 576,576 22406 1416 3555 1096,0.15337746 0.14635380 0.12324225 0.09902793 0.09449311,0.14818978 0.09948991 0.09201313 0.08988165 0.08779954
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_079,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,0.904762,45.185836,0.730469,22406,22406,22406 481 7281 3555 576,22406 481 3555 7281 576,0.15337746 0.14635380 0.12324225 0.09902793 0.09449311,0.13745284 0.12225309 0.12035773 0.11849176 0.08601579
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_080,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1730.097113,23.84375,4263,129154,4263 3555 65279 2585 22406,129154 3018 8339 18055 99375,0.32129980 0.16030242 0.13818932 0.05990064 0.04738530,0.52769169 0.07310887 0.06867943 0.04037455 0.03822586
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_080,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.25,0.73913,218.97932,3.051758,4263,22406,4263 3555 65279 2585 22406,22406 481 7281 3555 576,0.32129980 0.16030242 0.13818932 0.05990064 0.04738530,0.15337746 0.14635380 0.12324225 0.09902793 0.09449311
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_080,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.0,0.37931,761.33672,8.871338,4263,7281,4263 3555 65279 2585 22406,7281 10339 481 1096 81917,0.32129980 0.16030242 0.13818932 0.05990064 0.04738530,0.58710125 0.12402830 0.08524332 0.02640715 0.02312287
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_080,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.111111,0.333333,528.820915,7.851074,4263,576,4263 3555 65279 2585 22406,576 1096 3555 1634 1416,0.32129980 0.16030242 0.13818932 0.05990064 0.04738530,0.19549562 0.13227896 0.11492595 0.10221725 0.06809137
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_080,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,0,0,1.0,1.0,47.939823,0.556641,4263,4263,4263 3555 65279 2585 22406,4263 3555 65279 2585 22406,0.32129980 0.16030242 0.13818932 0.05990064 0.04738530,0.27794890 0.18660606 0.12237924 0.07422676 0.04432282
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_081,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1894.061,22.453125,7281,39907,7281 10339 481 1096 81917,39907 3335 1714 437 4393,0.58710125 0.12402830 0.08524332 0.02640715 0.02312287,0.14430645 0.13662660 0.08960191 0.07313095 0.06870017
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_081,cross_prompt_stale_substitution,C2,,same_stack_rerun,1,replay_to_logits_topk_label,1,1,0.0,0.37931,761.33672,8.871338,7281,4263,7281 10339 481 1096 81917,4263 3555 65279 2585 22406,0.58710125 0.12402830 0.08524332 0.02640715 0.02312287,0.32129980 0.16030242 0.13818932 0.05990064 0.04738530
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_081,wrong_shard_output,C2,,same_run_next_prompt,1,replay_to_logits_topk_label,1,1,0.666667,0.818182,185.825605,2.553955,7281,10339,7281 10339 481 1096 81917,10339 7281 481 81917 3555,0.58710125 0.12402830 0.08524332 0.02640715 0.02312287,0.47795998 0.28097818 0.05982371 0.05362562 0.02270652
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_081,layer_skip,C2,,C1_to_C2,1,replay_to_logits_topk_label,1,1,0.25,0.37931,743.395275,7.601562,7281,1096,7281 10339 481 1096 81917,1096 576 7281 1084 758,0.58710125 0.12402830 0.08524332 0.02640715 0.02312287,0.51047342 0.13846964 0.04860741 0.04109175 0.02737301
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_081,scale_perturbation,C2,0.15,scale_delta,1,replay_to_logits_topk_label,1,0,0.666667,0.818182,64.635515,0.742188,7281,7281,7281 10339 481 1096 81917,7281 10339 481 81917 3555,0.58710125 0.12402830 0.08524332 0.02640715 0.02312287,0.57736552 0.16802295 0.06427451 0.02989042 0.02556663
t4strict_pair_a_vs_b_40_200,stack_a_vs_stack_b,eval_082,gaussian,C2,0.15,gaussian_noise,1,replay_to_logits_topk_label,1,1,0.0,0.0,1666.918622,18.667969,10339,466,10339 7281 481 81917 3555,466 323 16 1280 421,0.47795998 0.28097818 0.05982371 0.05362562 0.02270652,0.25573374 0.18419810 0.16003409 0.10998971 0.05195546
