Path,Bytes,SHA256
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/configs/exp_e5_20260512_verification_profile_matrix_manifest.json,1067,78821c279cd11535356761e466c47c6184da5b4ad0968fabd0572117ab606345
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/FIGURE_INDEX.md,4432,c0a90a2373cc5a4c806299c84636df3fbdc59b717d5afecf679b86d575f9b847
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_equal_budget_live_ab_fpr_tpr_vs_budget.png,135392,2db06c26fefc1a9e890966c2ada76d1683cd074a6aa8b78182575aa5c5d541d2
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_experiment_a_pair_family_projcos_pair_family_fpr_tpr.png,71223,31d8b97b9eae7dd04ccda784a5be357d798cb2deb0a941ea7db97e9ab8795629
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_material_tamper_full_matrix_focus_tpr.png,510110,850376c52488dc7d91441f1a31de5d121bf48a2c31de144e36b3b9df04085fe5
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_material_tamper_full_matrix_material_focus_panel.png,91995,dfe2637a3ffc27ac21288ac4ac827c1632c2a0fcd422aea47248ea7171dcb7e3
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_material_tamper_full_matrix_strength_sweep_focus.png,151124,a3a368d2e26156f71f9a838cad840824d7886764ab9ca6f92b8624f8dc4c0f26
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_projscalar1_abs_experiment_c_attack_and_sweep.png,144031,06b900e0113923ac167335824dbf9232b883846da081a141c327464688ac7859
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_projscalar1_abs_multiseed_stability_stability.png,115436,78bd13f89d406b79db8fe0547a88e9180ddabeee92964ce0a5b938aabb8bb689
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e2_20260512_projscalar1_abs_validation_hard_and_material_focus.png,135568,efd93473fae6e9afd092650513082d054fc5060d4f416599cc048017e53770d3
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e4_20260512_equal_budget_live_ab_payload_latency.png,106427,10624f14ef48194f1396fc9af2763cd38ff0337ed0d91058044221d1580cb99f
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e5_20260512_measured_profile_mainline_queued_8_pareto.png,172125,33283c24f47e786ee5c1bd9ea022d81266372b54b4b5bcb8a856eb9ef1c4261c
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e5_20260512_measured_profile_mainline_queued_8_policy_compare.png,270896,12487fb468451d79c8eca3dbff74d19db27058e93a98e3a2cdd39b1044d9f7f5
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e5_20260512_measured_profile_mainline_queued_8_risk_stack.png,93126,83a43bb547a878787767939f4e5af8c46f088e5034d294a226d15b8e850cd009
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e5_20260512_measured_profile_mainline_single_task_pareto.png,174123,1173aef4696884768a6b813c9f246ab5dce883e506fe49f19c692a737ea95a7f
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e5_20260512_measured_profile_mainline_single_task_policy_compare.png,306971,b92ce2f32a7eb5086efdebded71af9b071cb9c61ef3a8a7a1e30e95965cb4367
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/figures/exp_e5_20260512_measured_profile_mainline_single_task_risk_stack.png,92074,6ce14dc32b9fcb6f3dc26d74ba46b6a6aff6bfabd7ad0bb32c7c39b87089c699
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/E2_material_tamper_full_matrix_report_20260512.md,6987,c6b56e527376d672df0163f9aefa647994ade660c725f4fcea58a21e321cf47c
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/ExperimentA_pair_family_completion_report_20260512.md,5569,9159b0774f84ad418bb964d5f2dc80b18677ffc0c650163c21ba79bcb8a69419
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e2_20260512_equal_budget_live_ab_notes.md,1868,11a616b7f5bd4388e4ebe1341a6e29fa6c12951fc63e2a705ae0fefb98089edd
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e2_20260512_material_tamper_full_matrix_completion_report.md,8207,7527e2014efaabb576ca7c2c1bbb508c16ceb358f30a416491ddc6127a9f7478
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e2_20260512_output_affecting_subset_report.md,9493,729031687789d0c54cdcb1c0b620b84d5d68949ac9d0a38f4dbfaf42d967b09f
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e2_20260512_projscalar1_abs_experiment_c_report.md,4319,f907e56ecf952ef43f682d50fd1a3bf78ccc2acc391c671e2e6f1f59347b8d49
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e2_20260512_projscalar1_abs_multiseed_stability_report.md,4244,cb9c8a55a46ae03cbd04a03dcb735b3a9a9a0ee51a9a3466b83669526590a755
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e2_20260512_projscalar1_abs_validation_report.md,4117,17cab3b98bca37f8ffb16e0e66b80758a8b748f3dd07810746caf7c9cf2e4de6
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e4_20260512_equal_budget_live_ab_notes.md,2255,52924e1671510dd47cb20f37bb8c34e64828daf62d7eafc7a421477346fa9d8e
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e5_20260512_measured_profile_mainline_notes.md,5445,960475cbcef94fdacb552564c605a760187dd82720fe35ee93955666ca52249e
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/exp_e5_20260512_verification_profile_matrix.md,1833,b51eb75a4ed6d33b6af5bb4bce7f8351478cf9e984a49fe68b58ddf442ac8433
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/notes/projscalar1_abs_补充实验审计报告_20260512.md,5352,d12e31041933b79645d86bb447f5ebebe1cc2e0922b048a258a15a4e4d19bd11
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/VeriEdge_TSTC_DDL冲刺版_实验结果交付手册.pdf,3947495,c42ad977f168abb89b4f2dae69ae768121d050588539f273206c4e6291699d42
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_equal_budget_live_ab_fpr_tpr_vs_budget.pdf,20923,f71a59a8c0e3910f9726d1127753affe30b5c4af34a3758787f0b10cc2ae5ce4
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_experiment_a_pair_family_projcos_pair_family_fpr_tpr.pdf,16042,98bb827a8a446e5ef8b13420c74a07c0a11910fe3bc60a3756a90448b2b83341
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_material_tamper_full_matrix_focus_tpr.pdf,20281,24e16876faaa2a1a862fbfe4e82bf653654c81b60fd06decedca941b087144a7
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_material_tamper_full_matrix_material_focus_panel.pdf,19884,ea06e4dbb2798b819b365f386d84c16c264df3d6bf5379bf04fa366a4c9cc6f8
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_material_tamper_full_matrix_strength_sweep_focus.pdf,22057,7ebad5fce017da93ceef9084edd3bc3b87a8572e73879bfc4990f071eba4dc93
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_projscalar1_abs_experiment_c_attack_and_sweep.pdf,19001,3be1644999e8bb3332e08c78f3d7d6eaa57c92233962672fde51efe12e43c825
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_projscalar1_abs_multiseed_stability_stability.pdf,16796,7b7162b334a205d48db8ae426c0a3f47cb2eb6dbbb48121a2729814817e556b1
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e2_20260512_projscalar1_abs_validation_hard_and_material_focus.pdf,18953,cfa35671ed1a4ba29f20a0fd17fc8e7d5f09e320bae6077719c91dd6734f6113
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e4_20260512_equal_budget_live_ab_payload_latency.pdf,17447,cf2e9c1e2275a9afe118c40c4d74b818631ebac3163fe22f8e37097ec35b3dc0
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e5_20260512_measured_profile_mainline_queued_8_pareto.pdf,21361,9ba638c92762fe39f161eeac0e8aae48bb9cdd50ad29838286e12124537ad6f9
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e5_20260512_measured_profile_mainline_queued_8_policy_compare.pdf,22105,dea60c50a8e243b41c81e098a2c3e177705ea3a934bd362e2fffb57b6a9ef1a6
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e5_20260512_measured_profile_mainline_queued_8_risk_stack.pdf,16314,480730bb9e9dab4d730ca24caeed71ba73017e8e2f059631101c1733505014ae
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e5_20260512_measured_profile_mainline_single_task_pareto.pdf,21782,bd91bbcb4ee57a87fc9b5b75a94d8c051376a9d42c240dbadd0596ef92159cf8
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e5_20260512_measured_profile_mainline_single_task_policy_compare.pdf,22050,a10e720fc2a05d5abee6234bd6f61bf7093123aeab6712e0d8b367a1084941d9
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/pdf/exp_e5_20260512_measured_profile_mainline_single_task_risk_stack.pdf,15971,37909ef59015f69ae0a0625b43cdbb2f828c43afb7c84646b117ad89706cbca7
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e2_equal_budget_baseline.py,26241,7623965794b63545f396a2df6bcc8f1a7a4a88589e6de00d53abf74913bd65ce
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e2_experiment_a_pair_family_projcos.py,25968,91a245c1eef4c614372c7f649e85fd57dc2928d45301cbc75f577fd924dd15a1
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e2_material_tamper_full_matrix.py,33805,b3c8ad1f91c8b1a7a604d80f7a3ef77fb46a7b50dab44fa2e1c4f82cfd544065
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e2_projscalar1_abs_experiment_c.py,18132,d4f983f8ac9989351ac4bb5c5d166d11bf90641bc5a3b5855f4154bc46e9acf1
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e2_projscalar1_abs_multiseed_stability.py,27975,a137417758a663d75875cfe5a1f0f9b678c0f4ab91a8e0daa91f987b2d282941
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e2_projscalar1_abs_validation.py,29531,ae118fa31e2e16539ab296d3c439fc0a741e64a5bfb7d746ed9de21b624dd2e5
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e4_equal_budget_overhead.py,25480,958d5750ca8b14d4b128dcf5f34e12a3f6b6425c1fb74f77966e4c680440a818
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_e5_measured_profile_inputs.py,14942,fef008985b5adfa934e0863ef3ae3787efd91f6a599441d28397959ffb1a7d46
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/build_verification_profile_matrix.py,20620,2ab26f63c39f19c465121fd03b5cb9de3e595e286c2681503bd93ae0e3b6df19
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/plot_e2_material_tamper_completion.py,12343,2195d9a07903704bb453384e0f8a83afc6cae376414cfbb8c39c2ec1077347e2
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/plot_e5_measured_profile_results.py,10953,2fd375be2edcc935675b4240cc7ef3be1caf30b107b13f94b4f3ec2e12d2ac5f
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/run_e2_output_affecting_subset.py,17318,6ac408fcc8826e6430606fc34e431c6ff200a5d4d435f643cb726f623ed84831
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/scripts/run_e5_measured_profile_replay.py,17262,6833aa793530d42bf0734cdfcf1ecbda6072c5d824a5690c2a084c5a3d0c0b4d
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/TABLE_INDEX.md,8514,0ac51851a84da5ab607138fd937b8182c1f7478799655f3d397f9f427dc547c9
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_equal_budget_live_ab_candidate_grid.csv,18079,ee8426ea7908d821adfce5162310215d6d6951f409c1e513a6d0a3a639df92cc
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_equal_budget_live_ab_selected_summary.csv,1551,bf6a2bb2ed6103fce758d302716a18450b23e26d9f568ffd2650a4e953da6c47
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_experiment_a_pair_family_projcos_candidate_grid.csv,97530,ec037bcbbd374de164a56bfbd66a793430bebcc634789db3866407e9da29987f
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_experiment_a_pair_family_projcos_fallback_baselines.csv,1725,da9797cfe46a0e8c3cdee2490c1ce1a7beedce22e8b3edde13c08c92fdcbdbbd
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_experiment_a_pair_family_projcos_gap_distribution.csv,1494094,cd6832dc515b36906959855347a4c23f8e45f39038499cc281e18665b56d4142
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_experiment_a_pair_family_projcos_hetero_mismatch_detail.csv,308530,8f28002d131c0e15239ff1fc7b7bb1d5236581b5947784d8b009886dd782933e
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_experiment_a_pair_family_projcos_paper_main_table.csv,3706,bb610b483eebf8d2970c1d9ff75dbadd46b623d0c0aed7627df9b03a787e35be
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_experiment_a_pair_family_projcos_selected_summary.csv,5698,dd43a985cc851295be73126c9dfc3be5b391ec040db7069fb82c11f68d885353
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_experiment_a_pair_family_projcos_tamper_mismatch_detail.csv,323301,b70cc28ff0d23aac963f60440c3e8a42064c60ab9abaf1aae64cd9702e531838
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_material_tamper_full_matrix_attack_summary.csv,31583,a0806fdcc7e1b02aea74f216144c5f3af15557575a09324de1704af39dc16002
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_material_tamper_full_matrix_detail.csv,6628085,4a7f5272d2988121adea5ffd89ebc5d17e4cdb41312c5f6d38f47f5d7cf2f639
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_material_tamper_full_matrix_selected_operating_points.csv,6161,708ea6a9b56348483d536fb8d6473b46165d917dea563b2b10c8b8c0fb1f265c
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_material_tamper_full_matrix_strength_sweep.csv,59181,2466c124c56c7498a5d31a024acd703fa65a7fcb24b300afa8ff78804c3f99f3
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_output_affecting_subset_joined_detail.csv,4351096,1cd466656e1fa5b88a9ebed640daec412e2580680dda6f1c27a9bd102a2a4dce
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_output_affecting_subset_labels.csv,2005689,edbdc6ff988e956d6de5b464dd2046bfa14c2a891a37f8512d2faa59d0470ec0
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_output_affecting_subset_summary.csv,6755,10375d39fc1803e393089aef3223418555ed37e6444f79d6a2c811bae0385959
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_experiment_c_attack_summary.csv,339,1f6e0422c9b05ffacfdd909225a3e344d22af27cf10999157fdeafcf49587c35
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_experiment_c_focus_detail.csv,4397,bc5c82ac633bf4ae29bf8ac166ffff93a4d8b1f31583eecdb8f32069871dabdc
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_experiment_c_selected_operating_points.csv,1435,d85c6f4182a00da69cc65ba2c72ad0dcb6c19aba96115509d30e0ed6df99bb58
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_experiment_c_strength_sweep_detail.csv,12687,9a0b3df01b9a8e0135ff44afe46716e90c9261f969e843f28f5a112913de67de
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_experiment_c_strength_sweep_summary.csv,658,454d21a03b1cab99a57632140a527106f827a6e3fffde76c09ddca822016305f
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_multiseed_stability_hard_pair_detail.csv,3846,a50e3c9843cfb7826758867c9a9fb88f6907b317be5a643490dde54e2e21565e
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_multiseed_stability_material_focus_detail.csv,18384,1a7b0123bc31d530b54dd730c4aea725a7a15b8b2062c3b2780409266134f103
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_multiseed_stability_overall_summary.csv,243,ab67e4beb9634127d66d19757b245d4d0baf58fc084e5ed68ce52fa0b5ce325a
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_multiseed_stability_pair_summary.csv,608,86fcf6aa439dfdcbb11ccdd4710c9be4973e28ca49f97ca3db8d8197015968f0
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_multiseed_stability_selected_operating_points.csv,5891,a0530da203954f09c7d7b925fad12d1e478429b635e245e6a7f747f3caf0e70c
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_validation_e5_profile_addendum.csv,1614,065f0f5c373ce1bc2d07a82ee96b745518354219a0a535eba06272800451611a
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_validation_hard_pair_summary.csv,959,d2349f4bb2c944ff862e1aaab49469a3f17b3f458c7bb2d200afb68e42bfcd77
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_validation_material_focus_detail.csv,620327,cd92bd14cf33afc781606f778b83ffc45710d561bca7e5cbc736874ddd561487
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_validation_material_focus_summary.csv,3772,f75481d6979de643738b7f7d9222570c5e1556c44e0a7d572a4c2f9e8f5cd0f4
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e2_20260512_projscalar1_abs_validation_selected_operating_points.csv,1510,80f4735ba78a7bdf9d0f81984414fec4b214553c47dda4c93b912b6dc5771484
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e4_20260512_equal_budget_live_ab_detail.csv,605163,c6b54f572e77555fc881e2671ef9ea6c58c151ad50846db1da4531280b656ce9
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e4_20260512_equal_budget_live_ab_main_table.csv,1183,3bd5dc58884a0217d0a0ee39883dfaf0f0b2adaef90cc43c4700f3dba9f6f3bf
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e4_20260512_equal_budget_live_ab_summary.csv,3178,6acee72f5ede3867d1aa7807e7718944e28baf430fd7b432a36670ca13dbcaa2
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e5_20260512_measured_profile_mainline_per_task.csv,478305,2ef8cc1ab34dbe407417cd418a777bcea1eb511fbbb47a87021e8084b8443d6c
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e5_20260512_measured_profile_mainline_placement_mix.csv,3207,c8eb536781de85ca1d16c15d101c162429be7e6479491503fdc11dff59d52bd5
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e5_20260512_measured_profile_mainline_policy_compare.csv,1934,462f51d37a4c29a6978246345b02f1c15cb5d0ba4ed7350923a5e6c32212e671
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/tables/exp_e5_20260512_verification_profile_matrix.csv,15150,737ebf341b4cf0034d2ab421b515871f53c1bef37293de388d48c0bd7c846ec0
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/主结果速览.md,6922,8de2485955138b8e38ff96e0af6973a049bb9927a1c4c98c415d00a3e26ba523
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/ExperimentA_A1_A3_results.md,16448,ed3f463956b1fc8b421b1ca98b796e160c30183244c036bc7fa8562665f6915e
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/MANIFEST.md,2052,06aecb2bf03c364b38061b4d452b748eb34b95e3d1edeb815a35e923bef053a2
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/README.md,3081,017b7bb429d6899204cdbda6e01dcaac5c4843fed21417cc04e4d3f5c2bf1934
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/data/DATA_INDEX.md,852,a904f516594c977e62ddc91e4cbb93b134b0060fc951deab4aa327266185a092
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/data/candidate_placements.csv,1332,41acf856c066ddc79f33d4786f3b0d251e50c8705bd547dc37645fb95238f449
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/data/profile_matrix.csv,4578,59b5ff50556ac0403127ee956915b7ca229d273653c8d8835f553ff7bb6fddd6
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/data/workload.csv,32438,ae032df8ae13049335dd8a45077ee3bb631b0ed79d25f49c489d6baf245c7218
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/docs/fig_alpha_sensitivity_infeasible.png,115143,e9ec89bc9d4a08b8fa17b096b5857c0e4e41c532fcff5f5783b2af2b015aba53
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/docs/fig_placement_frontier_a1.png,78616,5a95014b011011cc28b6424de2db2e8585cd141266f689bc647956d22511e77d
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/docs/fig_placement_frontier_a3_queue.png,69262,f13aba54060fa854fd688f3a8bf540c07e03a5735682ef24ada3731b0910f295
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/docs/fig_risk_class_composition.png,68806,598dc2645a8b821a0ae0d123390f1e0aac3f0634f4fed60933fe316f191240ec
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/docs/veriedge_revision_workbook.md,45663,1a1100846507433c921ff07d173da0e1bd0effab9d579cdfb4ed19b557fa81db
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/docs/实验A_A1_A3结果记录与解读.md,16530,e85680d85d60b711651c34c9449d22b56e771a5de06f7dbbafdc1afd03ac2add
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/docs/文件索引.md,2247,d26a2aff33604fdfeb31136699df2eee29bccc54380adb07c6c002a264ea5aa7
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/fig_alpha_sensitivity_infeasible.png,115143,e9ec89bc9d4a08b8fa17b096b5857c0e4e41c532fcff5f5783b2af2b015aba53
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/fig_placement_frontier_a1.png,78616,5a95014b011011cc28b6424de2db2e8585cd141266f689bc647956d22511e77d
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/fig_placement_frontier_a3_queue.png,69262,f13aba54060fa854fd688f3a8bf540c07e03a5735682ef24ada3731b0910f295
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/fig_risk_class_composition.png,68806,598dc2645a8b821a0ae0d123390f1e0aac3f0634f4fed60933fe316f191240ec
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/FIGURE_INDEX.md,1165,8a89e794520105c4127d7b0ffad4c6eab82a455b7e68e8e46c392945b59c3f89
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_alpha_sensitivity_infeasible.pdf,19333,deb3ff553fcdc3a933dfc4841aa76ea0b55edeb3f9f79b28848119b4bd8f1ac3
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_alpha_sensitivity_infeasible.png,115143,e9ec89bc9d4a08b8fa17b096b5857c0e4e41c532fcff5f5783b2af2b015aba53
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_placement_frontier_a1.pdf,17186,06666938b0acdd6a210d8aa56ff4854aa2f447c4143c3b649a7664586695439c
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_placement_frontier_a1.png,78616,5a95014b011011cc28b6424de2db2e8585cd141266f689bc647956d22511e77d
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_placement_frontier_a3_queue.pdf,16363,16415ce88ddfe7c86e2511419d75243c1e3f6ec440fb33f449dd1676f891ca2f
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_placement_frontier_a3_queue.png,69262,f13aba54060fa854fd688f3a8bf540c07e03a5735682ef24ada3731b0910f295
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_risk_class_composition.pdf,16271,4ba7b752737905599e2c472a8abdcea9cb3eca8860051fa19d89bfc453f3f4cd
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/figures/fig_risk_class_composition.png,68806,598dc2645a8b821a0ae0d123390f1e0aac3f0634f4fed60933fe316f191240ec
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/metadata/environment.md,879,4707ac168fc4ec519008b9fe45a92a172525222a7c4d64b9242b255972f227e4
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/metadata/git_commit.txt,41,aa5df607a22df0c94ec0c82e5a352f09258aa6921adcebca85e05e2b356974eb
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/metadata/network_config.md,128,a9d83808347f6c4e395c53cac57ded80c558ecfd5b3545d64f720cbb3b2ddf19
legacy_veriedge_eurosys/experimental_assets/第二轮新增实验/实验A交付物/实验A交付物/paper_snippets/PAPER_SNIPPETS_INDEX.md,569,00f8086767defbe8be3d8a3c9321305114a632f5729db072171f0879b5dadcad
