task_id,workload,arrival_s,deadline_s,demand,payload_mb,alpha,beta,sketch_budget_bytes,verify_budget_ms,max_group_size,challenge_prob,prompt_chars
eval_054,queued-8,1.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,88
eval_055,queued-8,1.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,89
eval_056,queued-8,1.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,85
eval_057,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,109
eval_058,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,107
eval_059,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,105
eval_060,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,88
eval_061,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,59
eval_062,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,61
eval_063,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,59
eval_064,queued-8,1.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,59
eval_065,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_066,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,56
eval_067,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,80
eval_068,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,78
eval_069,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,76
eval_070,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,59
eval_071,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_072,queued-8,2.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,62
eval_073,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_074,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_075,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,61
eval_076,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,57
eval_077,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,81
eval_078,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_079,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,77
eval_080,queued-8,2.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_081,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_082,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_083,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_084,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_085,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,69
eval_086,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,65
eval_087,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,89
eval_088,queued-8,2.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,87
eval_089,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,85
eval_090,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_091,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_092,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,72
eval_093,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_094,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_095,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,71
eval_096,queued-8,2.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,67
eval_097,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,91
eval_098,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,89
eval_099,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,87
eval_100,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_101,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,61
eval_102,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,63
eval_103,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,61
eval_104,queued-8,3.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,61
eval_105,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,62
eval_106,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,58
eval_107,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,82
eval_108,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,80
eval_109,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,78
eval_110,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,61
eval_111,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,62
eval_112,queued-8,3.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,64
eval_113,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,62
eval_114,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,62
eval_115,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,63
eval_116,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,59
eval_117,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,83
eval_118,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,81
eval_119,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_120,queued-8,3.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,62
eval_121,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_122,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_123,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_124,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_125,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,69
eval_126,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,65
eval_127,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,89
eval_128,queued-8,3.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,87
eval_129,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,85
eval_130,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,68
eval_131,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_132,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,75
eval_133,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_134,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_135,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,74
eval_136,queued-8,4.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_137,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,94
eval_138,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,92
eval_139,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,90
eval_140,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_141,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_142,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,62
eval_143,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_144,queued-8,4.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_145,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,61
eval_146,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,57
eval_147,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,81
eval_148,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_149,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,77
eval_150,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_151,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,63
eval_152,queued-8,4.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,65
eval_153,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,63
eval_154,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,63
eval_155,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,64
eval_156,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,60
eval_157,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,84
eval_158,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,82
eval_159,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,80
eval_160,queued-8,4.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,63
eval_161,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_162,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,75
eval_163,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_164,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_165,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,74
eval_166,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_167,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,94
eval_168,queued-8,5.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,92
eval_169,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,90
eval_170,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,73
eval_171,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_172,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,72
eval_173,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_174,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_175,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,71
eval_176,queued-8,5.25,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,67
eval_177,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,91
eval_178,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,89
eval_179,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,87
eval_180,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,70
eval_181,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_182,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,81
eval_183,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_184,queued-8,5.5,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_185,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,80
eval_186,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,76
eval_187,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,100
eval_188,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,98
eval_189,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,96
eval_190,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_191,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_192,queued-8,5.75,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,81
eval_193,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_194,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
eval_195,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,80
eval_196,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,76
eval_197,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,100
eval_198,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,98
eval_199,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,96
eval_200,queued-8,6.0,40.0,small,100,sweep:0.05|0.10|0.20,0.9,3072,5.0,4,0.1,79
